step,time,car_x,car_y,walker_x,walker_y,walker_vx,walker_vy,actual_vx,actual_vy,predicted_vx,predicted_vy,vx_error,vy_error,vx_error_abs,vy_error_abs
23,2.3000000000000003,17.526000000000007,12,29.972826038020806,11.18896628338976,0.025037708746047955,2.2282423411584045,-0.0032882016033278397,2.499997837545108,0.006693093,1.7034585,-0.009981294709478467,0.7965392899529449,0.009981294709478467,0.7965392899529449
24,2.4000000000000004,18.288000000000007,12,29.97249721786047,11.438966067144271,-0.0032882016033278397,2.499997837545108,0.07005263878594097,1.5715351541667313,-0.0062274053,1.9059886,0.07628004406209048,-0.33445341986128385,0.07628004406209048,0.33445341986128385
25,2.5,19.050000000000008,12,29.979502481739065,11.596119582560945,0.07005263878594097,1.5715351541667313,-0.04863148490830865,1.3129058209680768,0.019823294,1.4595572,-0.06845477904125657,-0.14665135466821466,0.06845477904125657,0.14665135466821466
26,2.6,19.81200000000001,12,29.974639333248234,11.727410164657753,-0.04863148490830865,1.3129058209680768,-0.00639937672198513,1.17409397460697,-0.016687274,1.3483977,0.010287897257201882,-0.1743037571740358,0.010287897257201882,0.1743037571740358
27,2.7,20.57400000000001,12,29.973999395576037,11.84481956211845,-0.00639937672198513,1.17409397460697,0.04528646088375375,1.2807105324553167,0.0003606156,1.3179567,0.04492584527407438,-0.03724615356458072,0.04492584527407438,0.03724615356458072
28,2.8000000000000003,21.33600000000001,12,29.97852804166441,11.972890615363982,0.04528646088375375,1.2807105324553167,-0.0702620024239267,0.593419106540793,0.01103996,1.3426604,-0.08130196262203108,-0.7492413205527129,0.08130196262203108,0.7492413205527129
29,2.9000000000000004,22.09800000000001,12,29.97150184142202,12.032232526018062,-0.0702620024239267,0.593419106540793,-0.07061987335783222,1.5196527142230318,-0.021262923,1.0927372,-0.04935695010226944,0.42691551634705527,0.04935695010226944,0.42691551634705527
30,3.0,22.86000000000001,12,29.964439854086233,12.184197797440365,-0.07061987335783222,1.5196527142230318,-0.0010731243317582129,0.803648121372059,-0.023378659,1.4079616,0.02230553470797758,-0.6043134856073111,0.02230553470797758,0.6043134856073111
31,3.1,23.62200000000001,12,29.964332541653057,12.264562609577572,-0.0010731243317582129,0.803648121372059,0.016976453393562362,1.3910708978432795,0.0032541445,1.2007331,0.013722308941050098,0.19033783223811596,0.013722308941050098,0.19033783223811596
32,3.2,24.38400000000001,12,29.966030186992413,12.4036696993619,0.016976453393562362,1.3910708978432795,-0.08298113052802217,1.4620001226674515,0.0034653433,1.3842646,-0.08644647379474771,0.07773553431143343,0.08644647379474771,0.07773553431143343
33,3.3000000000000003,25.14600000000001,12,29.95773207393961,12.549869711628645,-0.08298113052802217,1.4620001226674515,-0.020596949007094568,0.8359154877138179,-0.026874444,1.3847249,0.006277494509040648,-0.5488093677091558,0.006277494509040648,0.5488093677091558
34,3.4000000000000004,25.908000000000012,12,29.9556723790389,12.633461260400027,-0.020596949007094568,0.8359154877138179,0.029221504222022836,1.4882828027392367,-0.0032598232,1.2146639,0.03248132741393382,0.27361893955716887,0.03248132741393382,0.27361893955716887
35,3.5,26.670000000000012,12,29.958594529461102,12.78228954067395,0.029221504222022836,1.4882828027392367,0.1361238917240156,2.1834815807573125,0.007889742,1.4172622,0.12823414969232214,0.76621938421648,0.12823414969232214,0.76621938421648
36,3.6,27.432000000000013,12,29.972206918633503,13.000637698749681,0.1361238917240156,2.1834815807573125,-0.08227805854599993,1.3254833763548377,0.04205711,1.6841727,-0.12433517040532152,-0.35868937316451044,0.12433517040532152,0.35868937316451044
37,3.7,28.194000000000013,12,29.963979112778905,13.133186036385165,-0.08227805854599993,1.3254833763548377,0.035449646016503945,1.7515378212830726,-0.025498666,1.343827,0.06094831188573994,0.40771081208202276,0.06094831188573994,0.40771081208202276
38,3.8000000000000003,28.956000000000014,12,29.967524077380556,13.308339818513472,0.035449646016503945,1.7515378212830726,0.04474736810551299,2.499599502529881,0.01264324,1.4988339,0.03210412771330489,1.000765607800267,0.03210412771330489,1.000765607800267
39,3.9000000000000004,29.718000000000014,12,29.971998814191107,13.55829976876646,0.04474736810551299,2.499599502529881,0.0785383483916901,2.4987660410354358,0.02037745,1.9095685,0.05816089870039448,0.5891974928329211,0.05816089870039448,0.5891974928329211
40,4.0,30.480000000000015,12,29.979852649030274,13.808176372870003,0.0785383483916901,2.4987660410354358,0.13797577554087742,2.3257566630339013,0.034140527,1.9219488,0.10383524829249485,0.40380787248366934,0.10383524829249485,0.40380787248366934
41,4.1000000000000005,31.242000000000015,12,29.99365022658436,14.040752039173393,0.13797577554087742,2.3257566630339013,0.03327081984059518,2.2106252851196317,0.04769309,1.7869811,-0.014422268810108253,0.4236441793151884,0.014422268810108253,0.4236441793151884
42,4.2,32.00400000000001,12,29.99697730856842,14.261814567685356,0.03327081984059518,2.2106252851196317,-0.06590341116316897,1.5926954585946942,0.014236066,1.6777717,-0.08013947672225816,-0.0850762289129352,0.08013947672225816,0.0850762289129352
43,4.3,32.76600000000001,12,29.990386967452103,14.421084113544826,-0.06590341116316897,1.5926954585946942,-0.07050310974129269,1.484647407600149,-0.022028824,1.4316651,-0.04847428542681763,0.052982344695791106,0.04847428542681763,0.052982344695791106
44,4.4,33.52800000000001,12,29.983336656477974,14.569548854304841,-0.07050310974129269,1.484647407600149,0.2087853867686379,0.47390371602951187,-0.023649251,1.3996987,0.23243463785713792,-0.9257950182539354,0.23243463785713792,0.9257950182539354
45,4.5,34.29000000000001,12,30.00421519515484,14.616939225907792,0.2087853867686379,0.47390371602951187,0.16400818699337616,0.15451570759951216,0.07592011,0.9528388,0.08808807456232681,-0.7983230708962764,0.08808807456232681,0.7983230708962764
46,4.6000000000000005,35.052000000000014,12,30.020616013854177,14.632390796667744,0.16400818699337616,0.15451570759951216,0.049983592674529384,1.194504439745193,0.07418786,0.6058108,-0.02420426721831577,0.588693618688827,0.02420426721831577,0.588693618688827
47,4.7,35.814000000000014,12,30.02561437312163,14.751841240642264,0.049983592674529384,1.194504439745193,0.022338994694722534,0.775019810716907,0.010424241,1.3274696,0.011914753271115661,-0.5524497766091429,0.011914753271115661,0.5524497766091429
48,4.800000000000001,36.576000000000015,12,30.027848272591104,14.829343221713955,0.022338994694722534,0.775019810716907,-0.0644188112683288,1.5196499922761497,0.008672955,1.2068169,-0.07309176671427406,0.312833080578762,0.07309176671427406,0.312833080578762
49,4.9,37.338000000000015,12,30.02140639146427,14.981308220941571,-0.0644188112683288,1.5196499922761497,-0.09354503060768055,1.5241079038594731,-0.02202697,1.4158502,-0.07151806148777412,0.10825774135336963,0.07151806148777412,0.10825774135336963
50,5.0,38.100000000000016,12,30.012051888403505,15.133719011327518,-0.09354503060768055,1.5241079038594731,-0.025223758089108442,1.090367478786903,-0.028833954,1.4010447,0.0036101955745983377,-0.31067724758486204,0.0036101955745983377,0.31067724758486204
51,5.1000000000000005,38.862000000000016,12,30.009529512594593,15.242755759206208,-0.025223758089108442,1.090367478786903,0.20636418841359416,1.594168607978919,-0.007679824,1.307147,0.21404401219961444,0.2870215819169073,0.21404401219961444,0.2870215819169073
52,5.2,39.62400000000002,12,30.030165931435953,15.4021726200041,0.20636418841359416,1.594168607978919,-0.13681628472099758,1.5294408855882116,0.053098172,1.4119871,-0.18991445667038417,0.11745381931929066,0.18991445667038417,0.11745381931929066
53,5.300000000000001,40.38600000000002,12,30.016484302963853,15.55511670856292,-0.13681628472099758,1.5294408855882116,-0.10973539338191353,1.840359022306636,-0.039211314,1.3900219,-0.07052407921036087,0.45033710210247335,0.07052407921036087,0.45033710210247335
54,5.4,41.14800000000002,12,30.00551076362566,15.739152610793584,-0.10973539338191353,1.840359022306636,-0.1141873650971916,1.453792998365799,-0.033211466,1.4757124,-0.08097589917221334,-0.021919420190414485,0.08097589917221334,0.021919420190414485
55,5.5,41.91000000000002,12,29.994092027115943,15.884531910630164,-0.1141873650971916,1.453792998365799,0.014146109712617053,1.819240268861249,-0.03236504,1.375401,0.04651114870359148,0.4438392488112002,0.04651114870359148,0.4438392488112002
56,5.6000000000000005,42.67200000000002,12,29.995506638087207,16.066455937516288,0.014146109712617053,1.819240268861249,-0.11552609405881346,1.3330288886097799,0.0058971755,1.4905969,-0.12142326957947196,-0.15756800183974407,0.12142326957947196,0.15756800183974407
57,5.7,43.43400000000002,12,29.983954028681325,16.199758826377266,-0.11552609405881346,1.3330288886097799,-0.0842733462168539,1.0168355751237828,-0.031141063,1.3439109,-0.05313228301840667,-0.3270753574171108,0.05313228301840667,0.3270753574171108
58,5.800000000000001,44.19600000000002,12,29.97552669405964,16.301442383889643,-0.0842733462168539,1.0168355751237828,0.14971621419735304,1.4436735195172075,-0.0198856,1.2755822,0.16960181381054273,0.16809132518889935,0.16960181381054273,0.16809132518889935
59,5.9,44.95800000000002,12,29.990498315479375,16.445809735841365,0.14971621419735304,1.4436735195172075,-0.07842483505426917,1.8334221599739462,0.037439357,1.3975137,-0.11586419254361663,0.4359084127586752,0.11586419254361663,0.4359084127586752
60,6.0,45.72000000000002,12,29.982655831973947,16.62915195183876,-0.07842483505426917,1.8334221599739462,0.1872483382289081,2.0110773359825287,-0.024172984,1.471376,0.21142132229253344,0.5397013937523041,0.21142132229253344,0.5397013937523041
61,6.1000000000000005,46.48200000000002,12,30.001380665796837,16.830259685437014,0.1872483382289081,2.0110773359825287,-0.09232473266705757,1.3044993538658385,0.05405502,1.5381411,-0.1463797528801847,-0.23364177753522353,0.1463797528801847,0.23364177753522353
62,6.2,47.24400000000002,12,29.99214819253013,16.960709620823597,-0.09232473266705757,1.3044993538658385,0.09729867072973575,0.9642601671923837,-0.024204506,1.3311225,0.12150317633722152,-0.3668623503933707,0.12150317633722152,0.3668623503933707
63,6.300000000000001,48.00600000000002,12,30.001878059603104,17.057135637542835,0.09729867072973575,0.9642601671923837,0.0753578868164723,1.5941709680189493,0.02351382,1.2153232,0.051844066794127716,0.37884775825637607,0.051844066794127716,0.37884775825637607
64,6.4,48.76800000000002,12,30.00941384828475,17.21655273434473,0.0753578868164723,1.5941709680189493,-0.06870215740959544,1.3721911764740717,0.01852372,1.4229963,-0.08722587657134433,-0.05080510610344291,0.08722587657134433,0.05080510610344291
65,6.5,49.53000000000002,12,30.00254363254379,17.35377185199214,-0.06870215740959544,1.3721911764740717,-0.3459987099009777,0.813700239205929,-0.019245429,1.3456078,-0.32675328093648204,-0.5319075183624303,0.32675328093648204,0.5319075183624303
